src_ip,metadata_comment,first_seen,last_seen,active
52.123.189.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.19.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.190.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.195.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.2.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.213.0/24,GitHub actions IP range,2025-07-22,2025-09-06,yes
52.123.216.0/24,GitHub actions IP range,2025-07-22,2025-09-06,yes
52.123.221.0/24,GitHub actions IP range,2025-08-18,2025-09-06,yes
52.123.222.0/24,GitHub actions IP range,2025-08-18,2025-09-06,yes
52.123.3.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.4.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.41.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.5.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.57.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.6.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.123.63.0/24,GitHub actions IP range,2025-06-24,2025-09-06,yes
52.123.64.0/24,GitHub actions IP range,2025-06-24,2025-09-06,yes
52.123.7.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.128.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.132.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.136.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.137.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.138.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.125.140.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.136.0.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.136.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.136.29.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.136.30.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.136.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.137.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.137.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.137.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.138.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.138.80.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.138.96.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.141.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.141.192.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.141.240.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.141.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.142.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.142.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.142.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.192.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.193.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.194.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.195.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.197.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.207.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.208.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.209.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.211.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.224.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.143.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.146.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.146.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.147.160.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.147.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.148.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.148.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.149.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.149.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.149.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.150.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.151.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.151.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.152.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.152.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.153.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.153.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.153.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.154.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.154.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.154.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.155.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.155.32.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.155.64.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.156.128.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.156.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.156.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.157.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.157.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.157.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.158.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.158.160.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.158.192.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.158.224.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.159.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.159.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.160.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.162.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.164.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.0.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.104.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.32.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.48.0/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.49.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.56.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.64.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.165.96.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.166.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.167.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.168.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.169.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.170.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.171.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.173.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.174.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.175.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.128.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.160.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.176.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.192.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.176.224.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.177.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.178.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.178.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.179.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.179.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.180.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.180.128.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.180.184.0/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.180.184.32/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.180.185.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.182.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.183.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.183.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.128.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.160.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.168.0/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.168.128/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.168.80/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.168.96/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.169.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.170.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.176.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.184.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.0.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.112.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.112.96/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.120.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.32.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.48.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.56.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.56.128/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.56.160/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.56.64/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.56.96/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.64.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.185.96.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.186.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.188.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.189.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.189.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.190.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.190.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.191.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.191.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.191.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.22.155.48/32,GitHub importer IP range,2025-05-29,2025-09-06,yes
52.224.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.128.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.136.0/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.136.32/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.136.64/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.137.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.225.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.226.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.228.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.229.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.23.85.212/32,GitHub importer IP range,2025-05-29,2025-09-06,yes
52.230.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.146.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.147.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.148.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.149.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.151.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.152.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.156.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.157.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.159.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.160.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.232.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.233.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.233.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.234.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.234.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.235.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.236.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.236.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.237.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.238.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.238.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.136.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.140.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.148.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.148.32/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.149.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.150.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.152.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.156.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.157.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.157.128/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.157.192/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.158.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.160.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.165.128/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.165.64/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.168.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.172.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.176.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.177.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.177.32/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.177.64/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.178.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.180.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.184.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.184.160/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.184.192/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.185.32/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.186.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.192.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.192.160/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.192.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.192.64/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.192.96/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.193.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.195.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.198.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.198.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.199.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.200.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.203.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.205.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.206.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.207.128/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.207.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.207.32/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.207.64/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.208.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.210.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.212.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.214.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.220.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.222.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.228.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.234.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.236.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.242.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.246.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.248.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.252.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.253.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.239.254.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.240.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.240.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.241.0.0/16,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.242.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.242.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.104.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.108.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.12.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.124.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.24.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.40.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.44.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.45.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.45.128/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.45.160/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.45.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.0/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.112/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.128/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.160/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.48/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.46.64/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.48.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.52.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.68.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.144/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.160/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.32/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.64/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.69.96/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.70.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.72.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.8.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.245.88.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.246.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.246.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.247.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.247.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.248.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.248.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.249.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.249.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.250.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.250.128.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.250.192.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.251.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.252.0.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.252.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.148.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.154.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.160.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.179.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.180.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.182.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.184.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.253.64.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.254.0.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.254.112.0/21,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.254.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.254.64.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.254.96.0/20,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.255.0.0/19,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.255.128.0/17,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.255.64.0/18,GitHub actions IP range,2025-05-29,2025-09-06,yes
52.96.11.0/24,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.0.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.10.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.10.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.10.64/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.10.80/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.10.96/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.102.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.104.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.106.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.108.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.11.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.11.112/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.11.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.11.64/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.11.96/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.110.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.118.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.12.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.12.128/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.124.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.128.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.13.128/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.13.160/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.13.176/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.13.192/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.132.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.134.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.14.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.140.0/22,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.144.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.146.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.148.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.150.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.152.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.154.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.156.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.158.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.16.0/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.16.128/25,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.160.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.162.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.164.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.166.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.168.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.178.0/23,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.18.0/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.18.128/26,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.18.192/27,GitHub actions IP range,2025-05-29,2025-09-06,yes
57.150.18.224/28,GitHub actions IP range,2025-05-29,2025-09-06,yes
