permission_name,application_id,delegated_id,application_text,delegated_text,application_description,delegated_description,application_AdminConsentRequired,delegated_AdminConsentRequired,metadata_is_critical
SubjectRightsRequest.Read.All,ee1460f0-368b-4153-870a-4e1ca7e72c42,9c3af74c-fd0f-4db4-b17a-71939e2a9d77,Read all subject rights requests,Read subject rights requests,Allows the app to read subject rights requests without a signed-in user.,Allows the app to read subject rights requests on behalf of the signed-in user,Yes,Yes,no
SubjectRightsRequest.ReadWrite.All,8387eaa4-1a3c-41f5-b261-f888138e6041,2b8fcc74-bce1-4ae3-a0e8-60c53739299d,Read and write all subject rights requests,Read and write subject rights requests,Allows the app to read and write subject rights requests without a signed in user.,Allows the app to read and write subject rights requests on behalf of the signed-in user,Yes,Yes,no
Subscription.Read.All,-,5f88184c-80bb-4d52-9ff2-757288b2e9b7,-,Read all webhook subscriptions,-,Allows the app to read all webhook subscriptions on behalf of the signed-in user.,-,Yes,no
Synchronization.Read.All,5ba43d2f-fa88-4db2-bd1c-a67c5f0fb1ce,7aa02aeb-824f-4fbe-a3f7-611f751f5b55,Read all Azure AD synchronization data.,Read all Azure AD synchronization data,"Allows the application to read Azure AD synchronization information, without a signed-in user.","Allows the app to read Azure AD synchronization information, on behalf of the signed-in user.",Yes,Yes,no
Synchronization.ReadWrite.All,9b50c33d-700f-43b1-b2eb-87e89b703581,7bb27fa3-ea8f-4d67-a916-87715b6188bd,Read and write all Azure AD synchronization data.,Read and write all Azure AD synchronization data,"Allows the application to configure the Azure AD synchronization service, without a signed-in user.","Allows the app to configure the Azure AD synchronization service, on behalf of the signed-in user.",Yes,Yes,no
SynchronizationData-User.Upload,db31e92a-b9ea-4d87-bf6a-75a37a9ca35a,1a2e7420-4e92-4d2b-94cb-fb2952e9ddf7,Upload user data to the identity synchronization service,Upload user data to the identity synchronization service,"Allows the application to upload bulk user data to the identity synchronization service, without a signed-in user.","Allows the app to upload bulk user data to the identity synchronization service, on behalf of the signed-in user.",Yes,Yes,no
Tasks.Read,-,f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb,-,Read user's tasks and task lists,-,"Allows the app to read the signed-in user's tasks and task lists, including any shared with the user. Doesn't include permission to create, delete, or update anything.",-,No,no
Tasks.Read.All,f10e1f91-74ed-437f-a6fd-d6ae88e26c1f,-,Read all users’ tasks and tasklist,-,"Allows the app to read all users’ tasks and task lists in your organization, without a signed-in user.",-,Yes,-,no
Tasks.Read.Shared,-,88d21fd4-8e5a-4c32-b5e2-4a1c95f34f72,-,Read user and shared tasks,-,"Allows the app to read tasks a user has permissions to access, including their own and shared tasks.",-,No,no
Tasks.ReadWrite,-,2219042f-cab5-40cc-b0d2-16b1540b4c5f,-,"Create, read, update, and delete user's tasks and task lists",-,"Allows the app to create, read, update, and delete the signed-in user's tasks and task lists, including any shared with the user.",-,No,no
Tasks.ReadWrite.All,44e666d1-d276-445b-a5fc-8815eeb81d55,-,Read and write all users’ tasks and tasklists,-,"Allows the app to create, read, update and delete all users’ tasks and task lists in your organization, without a signed-in user",-,Yes,-,no
Tasks.ReadWrite.Shared,-,c5ddf11b-c114-4886-8558-8a4e557cd52b,-,Read and write user and shared tasks,-,"Allows the app to create, read, update, and delete tasks a user has permissions to, including their own and shared tasks.",-,No,no
Team.Create,23fc2474-f741-46ce-8465-674744c5c361,7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0,Create teams,Create teams,Allows the app to create teams without a signed-in user.,Allows the app to create teams on behalf of the signed-in user.,Yes,No,no
Team.ReadBasic.All,2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e,485be79e-c497-4b35-9400-0e3fa7f2a5d4,Get a list of all teams,Read the names and descriptions of teams,"Get a list of all teams, without a signed-in user.","Read the names and  descriptions of teams, on behalf of the signed-in user.",Yes,No,no
TeamMember.Read.All,660b7406-55f1-41ca-a0ed-0b035e182f3e,2497278c-d82d-46a2-b1ce-39d4cdde5570,Read the members of all teams,Read the members of teams,"Read the members of all teams, without a signed-in user.","Read the members of teams, on behalf of the signed-in user.",Yes,Yes,no
TeamMember.ReadWrite.All,0121dc95-1b9f-4aed-8bac-58c5ac466691,4a06efd2-f825-4e34-813e-82a57b03d1ee,Add and remove members from all teams,Add and remove members from teams,"Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner.","Add and remove members from teams, on behalf of the signed-in user. Also allows changing a member's role, for example from owner to non-owner.",Yes,Yes,no
TeamMember.ReadWriteNonOwnerRole.All,4437522e-9a86-4a41-a7da-e380edd4a97d,2104a4db-3a2f-4ea0-9dba-143d457dc666,Add and remove members with non-owner role for all teams,Add and remove members with non-owner role for all teams,"Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","Add and remove members from all teams, on behalf of the signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.",Yes,Yes,no
TeamsActivity.Read,-,0e755559-83fb-4b44-91d0-4cc721b9323e,-,Read user's teamwork activity feed,-,Allows the app to read the signed-in user's teamwork activity feed.,-,No,no
TeamsActivity.Read.All,70dec828-f620-4914-aa83-a29117306807,-,Read all users' teamwork activity feed,-,"Allows the app to read all users' teamwork activity feed, without a signed-in user.",-,Yes,-,no
TeamsActivity.Send,a267235f-af13-44dc-8385-c1dc93023186,7ab1d787-bae7-4d5d-8db6-37ea32df9186,Send a teamwork activity to any user,Send a teamwork activity as the user,Allows the app to create new notifications in users' teamwork activity feeds without a signed in user. These notifications may not be discoverable or be held or governed by compliance policies.,Allows the app to create new notifications in users' teamwork activity feeds on behalf of the signed in user. These notifications may not be discoverable or be held or governed by compliance policies.,Yes,No,no
TeamsAppInstallation.Read.All,0fdf35a5-82f8-41ff-9ded-0b761cc73512,-,Read installed Teams apps for all installation scopes,-,"Allows the app to read the Teams apps that are installed in any scope, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadForChat,-,bf3fbf03-f35f-4e93-963e-47e4d874c37a,-,Read installed Teams apps in chats,-,Allows the app to read the Teams apps that are installed in chats the signed-in user can access. Does not give the ability to read application-specific settings.,-,No,no
TeamsAppInstallation.ReadForChat.All,cc7e7635-2586-41d6-adaa-a8d3bcad5ee5,-,Read installed Teams apps for all chats,-,"Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadForTeam,-,5248dcb1-f83b-4ec3-9f4d-a4428a961a72,-,Read installed Teams apps in teams,-,Allows the app to read the Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings.,-,Yes,no
TeamsAppInstallation.ReadForTeam.All,1f615aea-6bf9-4b05-84bd-46388e138537,-,Read installed Teams apps for all teams,-,"Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadForUser,-,c395395c-ff9a-4dba-bc1f-8372ba9dca84,-,Read user's installed Teams apps,-,Allows the app to read the Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings.,-,No,no
TeamsAppInstallation.ReadForUser.All,9ce09611-f4f7-4abd-a629-a05450422a97,-,Read installed Teams apps for all users,-,"Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentForChat,-,e1408a66-8f82-451b-a2f3-3c3e38f7413f,-,Manage installed Teams apps in chats,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentForChat.All,6e74eff9-4a21-45d6-bc03-3a20f61f8281,-,Manage installation and permission grants of Teams apps for all chats,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Gives the ability to manage permission grants for accessing those specific chats' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentForTeam,-,946349d5-2a9d-4535-abc0-7beeacaedd1d,-,Manage installed Teams apps in teams,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentForTeam.All,b0c13be0-8e20-4bc5-8c55-963c23a39ce9,-,Manage installation and permission grants of Teams apps for all teams,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Gives the ability to manage permission grants for accessing those specific teams' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentForUser,-,2da62c49-dfbd-40df-ba16-fef3529d391c,-,Manage installation and permission grants of Teams apps in users' personal scope,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in user accounts, on behalf of the signed-in user. Gives the ability to manage permission grants for accessing those specific users' data.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentForUser.All,32ca478f-f89e-41d0-aaf8-101deb7da510,-,Manage installation and permission grants of Teams apps in a user account,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in any user account, without a signed-in user. Gives the ability to manage permission grants for accessing those specific users' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentSelfForChat,-,a0e0e18b-8fb2-458f-8130-da2d7cab9c75,-,Allow the Teams app to manage itself and its permission grants in chats,-,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access, and manage its permission grants for accessing those specific chats' data.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentSelfForChat.All,ba1ba90b-2d8f-487e-9f16-80728d85bb5c,-,Allow the Teams app to manage itself and its permission grants for all chats,-,"Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user, and manage its permission grants for accessing those specific chats' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,-,4a6bbf29-a0e1-4a4d-a7d1-cef17f772975,-,Allow the Teams app to manage itself and its permission grants in teams,-,"Allows a Teams app to read, install, upgrade, and uninstall itself in teams the signed-in user can access, and manage its permission grants for accessing those specific teams' data.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.All,1e4be56c-312e-42b8-a2c9-009600d732c0,-,Allow the Teams app to manage itself and its permission grants for all teams,-,"Allows a Teams app to read, install, upgrade, and uninstall itself for any team, without a signed-in user, and manage its permission grants for accessing those specific teams' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteAndConsentSelfForUser,-,7a349935-c54d-44ab-ab66-1b460d315be7,-,Allow the Teams app to manage itself and its permission grants in user accounts,-,"Allows a Teams app to read, install, upgrade, and uninstall itself in user accounts, and manage its permission grants for accessing those specific users' data, on behalf of the signed-in user.",-,Yes,no
TeamsAppInstallation.ReadWriteAndConsentSelfForUser.All,a87076cf-6abd-4e56-8559-4dbdf41bef96,-,Allow the Teams app to manage itself and its permission grants in all user accounts,-,"Allows a Teams app to read, install, upgrade, and uninstall itself for any user account, without a signed-in user, and manage its permission grants for accessing those specific users' data.",-,Yes,-,no
TeamsAppInstallation.ReadWriteForChat,-,aa85bf13-d771-4d5d-a9e6-bca04ce44edf,-,Manage installed Teams apps in chats,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings.",-,Yes,no
TeamsAppInstallation.ReadWriteForChat.All,9e19bae1-2623-4c4f-ab6e-2664615ff9a0,-,Manage Teams apps for all chats,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in any chat, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadWriteForTeam,-,2e25a044-2580-450d-8859-42eeb6e996c0,-,Manage installed Teams apps in teams,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings.",-,Yes,no
TeamsAppInstallation.ReadWriteForTeam.All,5dad17ba-f6cc-4954-a5a2-a0dcc95154f0,-,Manage Teams apps for all teams,-,"Allows the app to read, install, upgrade, and uninstall Teams apps in any team, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadWriteForUser,-,093f8818-d05f-49b8-95bc-9d2a73e9a43c,-,Manage user's installed Teams apps,-,"Allows the app to read, install, upgrade, and uninstall Teams apps installed for the signed-in user. Does not give the ability to read application-specific settings.",-,Yes,no
TeamsAppInstallation.ReadWriteForUser.All,74ef0291-ca83-4d02-8c7e-d2391e6a444f,-,Manage Teams apps for all users,-,"Allows the app to read, install, upgrade, and uninstall Teams apps for any user, without a signed-in user. Does not give the ability to read application-specific settings.",-,Yes,-,no
TeamsAppInstallation.ReadWriteSelfForChat,-,0ce33576-30e8-43b7-99e5-62f8569a4002,-,Allow the Teams app to manage itself in chats,-,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access.",-,Yes,no
TeamsAppInstallation.ReadWriteSelfForChat.All,73a45059-f39c-4baf-9182-4954ac0e55cf,-,Allow the Teams app to manage itself for all chats,-,"Allows a Teams app to read, install, upgrade, and uninstall itself for any chat, without a signed-in user.",-,Yes,-,no
TeamsAppInstallation.ReadWriteSelfForTeam,-,0f4595f7-64b1-4e13-81bc-11a249df07a9,-,Allow the app to manage itself in teams,-,"Allows a Teams app to read, install, upgrade, and uninstall itself to teams the signed-in user can access.",-,Yes,no
TeamsAppInstallation.ReadWriteSelfForTeam.All,9f67436c-5415-4e7f-8ac1-3014a7132630,-,Allow the Teams app to manage itself for all teams,-,"Allows a Teams app to read, install, upgrade, and uninstall itself in any team, without a signed-in user.",-,Yes,-,no
TeamsAppInstallation.ReadWriteSelfForUser,-,207e0cb1-3ce7-4922-b991-5a760c346ebc,-,Allow the Teams app to manage itself for a user,-,"Allows a Teams app to read, install, upgrade, and uninstall itself for the signed-in user.",-,No,no
TeamsAppInstallation.ReadWriteSelfForUser.All,908de74d-f8b2-4d6b-a9ed-2a17b3b78179,-,Allow the app to manage itself for all users,-,"Allows a Teams app to read, install, upgrade, and uninstall itself to any user, without a signed-in user.",-,Yes,-,no
TeamSettings.Read.All,242607bd-1d2c-432c-82eb-bdb27baa23ab,48638b3c-ad68-4383-8ac4-e6880ee6ca57,Read all teams' settings,Read teams' settings,"Read all team's settings, without a signed-in user.","Read all teams' settings, on behalf of the signed-in user.",Yes,Yes,no
TeamSettings.ReadWrite.All,bdd80a03-d9bc-451d-b7c4-ce7c63fe3c8f,39d65650-9d3e-4223-80db-a335590d027e,Read and change all teams' settings,Read and change teams' settings,"Read and change all teams' settings, without a signed-in user.","Read and change all teams' settings, on behalf of the signed-in user.",Yes,Yes,no
TeamsTab.Create,49981c42-fd7b-4530-be03-e77b21aed25e,a9ff19c2-f369-4a95-9a25-ba9d460efc8e,Create tabs in Microsoft Teams.,Create tabs in Microsoft Teams.,"Allows the app to create tabs in any team in Microsoft Teams, without a signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.","Allows the app to create tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.",Yes,Yes,no
TeamsTab.Read.All,46890524-499a-4bb2-ad64-1476b4f3e1cf,59dacb05-e88d-4c13-a684-59f1afc8cc98,Read tabs in Microsoft Teams.,Read tabs in Microsoft Teams.,"Read the names and settings of tabs inside any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs.","Read the names and settings of tabs inside any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.",Yes,Yes,no
TeamsTab.ReadWrite.All,a96d855f-016b-47d7-b51c-1218a98d791c,b98bfd41-87c6-45cc-b104-e2de4f0dafb9,Read and write tabs in Microsoft Teams.,Read and write tabs in Microsoft Teams.,"Read and write tabs in any team in Microsoft Teams, without a signed-in user. This does not give access to the content inside the tabs.","Read and write tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.",Yes,Yes,no
TeamsTab.ReadWriteForChat,-,ee928332-e9c2-4747-b4a0-f8c164b68de6,-,Allow the Teams app to manage all tabs in chats,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats the signed-in user can access.",-,Yes,no
TeamsTab.ReadWriteForChat.All,fd9ce730-a250-40dc-bd44-8dc8d20f39ea,-,Allow the Teams app to manage all tabs for all chats,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for any chat, without a signed-in user.",-,Yes,-,no
TeamsTab.ReadWriteForTeam,-,c975dd04-a06e-4fbb-9704-62daad77bb49,-,Allow the Teams app to manage all tabs in teams,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams the signed-in user can access.",-,Yes,no
TeamsTab.ReadWriteForTeam.All,6163d4f4-fbf8-43da-a7b4-060fe85ed148,-,Allow the Teams app to manage all tabs for all teams,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs in any team, without a signed-in user.",-,Yes,-,no
TeamsTab.ReadWriteForUser,-,c37c9b61-7762-4bff-a156-afc0005847a0,-,Allow the Teams app to manage all tabs for a user,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for the signed-in user.",-,No,no
TeamsTab.ReadWriteForUser.All,425b4b59-d5af-45c8-832f-bb0b7402348a,-,Allow the app to manage all tabs for all users,-,"Allows a Teams app to read, install, upgrade, and uninstall all tabs for any user, without a signed-in user.",-,Yes,-,no
TeamsTab.ReadWriteSelfForChat,-,0c219d04-3abf-47f7-912d-5cca239e90e6,-,Allow the Teams app to manage only its own tabs in chats,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats the signed-in user can access.",-,Yes,no
TeamsTab.ReadWriteSelfForChat.All,9f62e4a2-a2d6-4350-b28b-d244728c4f86,-,Allow the Teams app to manage only its own tabs for all chats,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any chat, without a signed-in user.",-,Yes,-,no
TeamsTab.ReadWriteSelfForTeam,-,f266662f-120a-4314-b26a-99b08617c7ef,-,Allow the Teams app to manage only its own tabs in teams,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams the signed-in user can access.",-,Yes,no
TeamsTab.ReadWriteSelfForTeam.All,91c32b81-0ef0-453f-a5c7-4ce2e562f449,-,Allow the Teams app to manage only its own tabs for all teams,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs in any team, without a signed-in user.",-,Yes,-,no
TeamsTab.ReadWriteSelfForUser,-,395dfec1-a0b9-465f-a783-8250a430cb8c,-,Allow the Teams app to manage only its own tabs for a user,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for the signed-in user.",-,No,no
TeamsTab.ReadWriteSelfForUser.All,3c42dec6-49e8-4a0a-b469-36cff0d9da93,-,Allow the Teams app to manage only its own tabs for all users,-,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs for any user, without a signed-in user.",-,Yes,-,no
TeamsUserConfiguration.Read.All,a91eadaf-2c3c-4362-908b-fb172d208fc6,5c469ce4-dab5-4afd-b9de-14f1ba4004a7,Read Teams user configurations,Read Teams user configurations,"Allows the app to read your tenant's user configurations, without a signed-in user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.","Allows the app to read your tenant's user configurations on behalf of the signed-in admin user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.",Yes,Yes,no
TeamTemplates.Read,-,cd87405c-5792-4f15-92f7-debc0db6d1d6,-,Read available Teams templates,-,"Allows the app to read the available Teams templates, on behalf of the signed-in user.",-,No,no
TeamTemplates.Read.All,6323133e-1f6e-46d4-9372-ac33a0870636,-,Read all available Teams Templates,-,"Allows the app to read all available Teams Templates, without a signed-user.",-,Yes,-,no
Teamwork.Migrate.All,dfb0dd15-61de-45b2-be36-d6a69fba3c79,-,Create chat and channel messages with anyone's identity and with any timestamp,-,"Allows the app to create chat and channel messages, without a signed in user. The app specifies which user appears as the sender, and can backdate the message to appear as if it was sent long ago. The messages can be sent to any chat or channel in the organization.",-,Yes,-,no
Teamwork.Read.All,75bcfbce-a647-4fba-ad51-b63d73b210f4,594f4bb6-c083-4cf9-8aa8-213823bdf351,Read organizational teamwork settings,Read organizational teamwork settings,Allows the app to read all teamwork settings of the organization without a signed-in user.,"Allows the app to read the teamwork settings of the organization, on behalf of the signed-in user.",Yes,Yes,no
TeamworkAppSettings.Read.All,475ebe88-f071-4bd7-af2b-642952bd4986,44e060c4-bbdc-4256-a0b9-dcc0396db368,Read Teams app settings,Read Teams app settings,Allows the app to read the Teams app settings without a signed-in user.,Allows the app to read the Teams app settings on behalf of the signed-in user.,Yes,No,no
TeamworkAppSettings.ReadWrite.All,ab5b445e-8f10-45f4-9c79-dd3f8062cc4e,87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e,Read and write Teams app settings,Read and write Teams app settings,Allows the app to read and write the Teams app settings without a signed-in user.,Allows the app to read and write the Teams app settings on behalf of the signed-in user.,Yes,Yes,no
TeamworkDevice.Read.All,0591bafd-7c1c-4c30-a2a5-2b9aacb1dfe8,b659488b-9d28-4208-b2be-1c6652b3c970,Read Teams devices,Read Teams devices,"Allow the app to read the management data for Teams devices, without a signed-in user.",Allow the app to read the management data for Teams devices on behalf of the signed-in user.,Yes,Yes,no
TeamworkDevice.ReadWrite.All,79c02f5b-bd4f-4713-bc2c-a8a4a66e127b,ddd97ecb-5c31-43db-a235-0ee20e635c40,Read and write Teams devices,Read and write Teams devices,"Allow the app to read and write the management data for Teams devices, without a signed-in user.",Allow the app to read and write the management data for Teams devices on behalf of the signed-in user.,Yes,Yes,no
TeamworkTag.Read,-,57587d0b-8399-45be-b207-8050cec54575,-,Read tags in Teams,-,"Allows the app to read tags in Teams, on behalf of the signed-in user.",-,Yes,no
TeamworkTag.Read.All,b74fd6c4-4bde-488e-9695-eeb100e4907f,-,Read tags in Teams,-,Allows the app to read tags in Teams without a signed-in user.,-,Yes,-,no
TeamworkTag.ReadWrite,-,539dabd7-b5b6-4117-b164-d60cd15a8671,-,Read and write tags in Teams,-,"Allows the app to read and write tags in Teams, on behalf of the signed-in user.",-,Yes,no
TeamworkTag.ReadWrite.All,a3371ca5-911d-46d6-901c-42c8c7a937d8,-,Read and write tags in Teams,-,Allows the app to read and write tags in Teams without a signed-in user.,-,Yes,-,no
TeamworkUserInteraction.Read.All,-,b4d26916-07e0-4daf-9096-9f6d9174aa96,-,Read all of the possible Teams interactions between the user and other users,-,Allows the app to read all of the possible Teams interactions between the signed-in user and other users,-,Yes,no
TermStore.Read.All,ea047cc2-df29-4f3e-83a3-205de61501ca,297f747b-0005-475b-8fef-c890f5152b38,Read all term store data,Read term store data,"Allows the app to read all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store.",Yes,Yes,no
TermStore.ReadWrite.All,f12eb8d6-28e3-46e6-b2c0-b7e4dc69fc95,6c37c71d-f50f-4bff-8fd3-8a41da390140,Read and write all term store data,Read and write term store data,"Allows the app to read, edit or write all term store data, without a signed-in user. This includes all sets, groups and terms in the term store.","Allows the app to read or modify data that the signed-in user has access to. This includes all sets, groups and terms in the term store.",Yes,Yes,no
ThreatAssessment.Read.All,f8f035bb-2cce-47fb-8bf5-7baf3ecbee48,-,Read threat assessment requests,-,"Allows an app to read your organization's threat assessment requests, without a signed-in user.",-,Yes,-,no
ThreatAssessment.ReadWrite.All,-,cac97e40-6730-457d-ad8d-4852fddab7ad,-,Read and write threat assessment requests,-,Allows an app to read your organization's threat assessment requests on behalf of the signed-in user. Also allows the app to create new requests to assess threats received by your organization on behalf of the signed-in user.,-,Yes,no
ThreatHunting.Read.All,dd98c7f5-2d42-42d3-a0e4-633161547251,b152eca8-ea73-4a48-8c98-1a6742673d99,Run hunting queries,Run hunting queries,"Allows the app to run hunting queries, without a signed-in user.","Allows the app to run hunting queries, on behalf of the signed-in user.",Yes,Yes,no
ThreatIndicators.Read.All,197ee4e9-b993-4066-898f-d6aecc55125b,9cc427b4-2004-41c5-aa22-757b755e9796,Read all threat indicators,Read all threat indicators,"Allows the app to read all the indicators for your organization, without a signed-in user.","Allows the app to read all the indicators for your organization, on behalf of the signed-in user.",Yes,Yes,no
ThreatIndicators.ReadWrite.OwnedBy,21792b6c-c986-4ffc-85de-df9da54b52fa,91e7d36d-022a-490f-a748-f8e011357b42,Manage threat indicators this app creates or owns,Manage threat indicators this app creates or owns,"Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), without a signed-in user.  It cannot update any threat indicators it does not own.","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on behalf of the signed-in user.  It cannot update any threat indicators it does not own.",Yes,Yes,no
ThreatIntelligence.Read.All,e0b77adb-e790-44a3-b0a0-257d06303687,f266d9c0-ccb9-4fb8-a228-01ac0d8d6627,Read all Threat Intelligence Information,Read all threat intelligence information,"Allows the app to read threat intelligence information, such as indicators, observations, and and articles, without a signed in user.","Allows the app to read threat intelligence information, such as indicators, observations, and articles, on behalf of the signed-in user.",Yes,Yes,no
ThreatSubmission.Read,-,fd5353c6-26dd-449f-a565-c4e16b9fce78,-,Read threat submissions,-,Allows the app to read the threat submissions and threat submission policies owned by the signed-in user.,-,No,no
ThreatSubmission.Read.All,86632667-cd15-4845-ad89-48a88e8412e1,7083913a-4966-44b6-9886-c5822a5fd910,Read all of the organization's threat submissions,Read all threat submissions,Allows the app to read your organization's threat submissions and to view threat submission policies without a signed-in user.,Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user.,Yes,Yes,no
ThreatSubmission.ReadWrite,-,68a3156e-46c9-443c-b85c-921397f082b5,-,Read and write threat submissions,-,Allows the app to read the threat submissions and threat submission policies owned by the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user.,-,No,no
ThreatSubmission.ReadWrite.All,d72bdbf4-a59b-405c-8b04-5995895819ac,8458e264-4eb9-4922-abe9-768d58f13c7f,Read and write all of the organization's threat submissions,Read and write all threat submissions,Allows the app to read your organization's threat submissions and threat submission policies without a signed-in user. Also allows the app to create new threat submissions without a signed-in user.,Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user.,Yes,Yes,no
ThreatSubmissionPolicy.ReadWrite.All,926a6798-b100-4a20-a22f-a4918f13951d,059e5840-5353-4c68-b1da-666a033fc5e8,Read and write all of the organization's threat submission policies,Read and write all threat submission policies,Allows the app to read your organization's threat submission policies without a signed-in user. Also allows the app to create new threat submission policies without a signed-in user.,Allows the app to read your organization's threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submission policies on behalf of the signed-in user.,Yes,Yes,no
Topic.Read.All,-,79c4c76f-409a-4f98-884d-e2c09291ec26,-,Read topic items,-,Allows the app to read topics data on behalf of the signed-in user.,-,Yes,no
TrustFrameworkKeySet.Read.All,fff194f1-7dce-4428-8301-1badb5518201,7ad34336-f5b1-44ce-8682-31d7dfcd9ab9,Read trust framework key sets,Read trust framework key sets,Allows the app to read trust framework key set properties without a signed-in user.,Allows the app to read trust framework key set properties on behalf of the signed-in user.,Yes,Yes,no
TrustFrameworkKeySet.ReadWrite.All,4a771c9a-1cf2-4609-b88e-3d3e02d539cd,39244520-1e7d-4b4a-aee0-57c65826e427,Read and write trust framework key sets,Read and write trust framework key sets,Allows the app to read and write trust framework key set properties without a signed-in user.,Allows the app to read and write trust framework key set properties on behalf of the signed-in user.,Yes,Yes,no
UnifiedGroupMember.Read.AsGuest,-,73e75199-7c3e-41bb-9357-167164dbb415,-,Read unified group memberships as guest,-,"Allows the app to read basic unified group properties, memberships and owners of the group the signed-in guest is a member of.",-,Yes,no
