messagetable_string,metadata_description,metadata_OS,metadata_comment
%%5666,Change the controllers in the trusted domain,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5667,Query the Posix ID offset assigned to the trusted domain,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5668,Change the Posix ID offset assigned to the trusted domain,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5669,Undefined Access (no effect) Bit 5,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5670,Undefined Access (no effect) Bit 6,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5671,Undefined Access (no effect) Bit 7,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5672,Undefined Access (no effect) Bit 8,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5673,Undefined Access (no effect) Bit 9,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5674,Undefined Access (no effect) Bit 10,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5675,Undefined Access (no effect) Bit 11,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5676,Undefined Access (no effect) Bit 12,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5677,Undefined Access (no effect) Bit 13,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5678,Undefined Access (no effect) Bit 14,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5679,Undefined Access (no effect) Bit 15,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5680,Query account information,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5681,Change privileges assigned to account,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5682,Change quotas assigned to account,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5683,Change logon capabilities assigned to account,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5684,Change the Posix ID offset assigned to the accounted domain,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5685,Undefined Access (no effect) Bit 5,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5686,Undefined Access (no effect) Bit 6,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5687,Undefined Access (no effect) Bit 7,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5688,Undefined Access (no effect) Bit 8,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5689,Undefined Access (no effect) Bit 9,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5690,Undefined Access (no effect) Bit 10,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5691,Undefined Access (no effect) Bit 11,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5692,Undefined Access (no effect) Bit 12,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5693,Undefined Access (no effect) Bit 13,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5694,Undefined Access (no effect) Bit 14,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5695,Undefined Access (no effect) Bit 15,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5696,KeyedEvent Wait,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5697,KeyedEvent Wake,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5698,Undefined Access (no effect) Bit 2,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5699,Undefined Access (no effect) Bit 3,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5700,Undefined Access (no effect) Bit 4,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5701,Undefined Access (no effect) Bit 5,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5702,Undefined Access (no effect) Bit 6,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5703,Undefined Access (no effect) Bit 7,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5704,Undefined Access (no effect) Bit 8,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5705,Undefined Access (no effect) Bit 9,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5706,Undefined Access (no effect) Bit 10,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5707,Undefined Access (no effect) Bit 11,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5708,Undefined Access (no effect) Bit 12,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5709,Undefined Access (no effect) Bit 13,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5710,Undefined Access (no effect) Bit 14,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%5711,Undefined Access (no effect) Bit 15,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6656,Enumerate desktops,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6657,Read attributes,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6658,Access Clipboard,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6659,Create desktop,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6660,Write attributes,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6661,Access global atoms,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6662,Exit windows,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6663,Unused Access Flag,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6664,Include this windowstation in enumerations,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6665,Read screen,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6672,Read Objects,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6673,Create window,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6674,Create menu,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6675,Hook control,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6676,Journal (record),windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6677,Journal (playback),windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6678,Include this desktop in enumerations,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6679,Write objects,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6680,Switch to this desktop,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6912,Administer print server,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6913,Enumerate printers,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6930,Full Control,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6931,Print,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%6948,Administer Document,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7168,Connect to service controller,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7169,Create a new service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7170,Enumerate services,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7171,Lock service database for exclusive access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7172,Query service database lock state,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7173,Set last-known-good state of service database,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7184,Query service configuration information,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7185,Set service configuration information,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7186,Query status of service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7187,Enumerate dependencies of service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7188,Start the service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7189,Stop the service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7190,Pause or continue the service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7191,Query information from service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7192,Issue service-specific control commands,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7424,DDE Share Read,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7425,DDE Share Write,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7426,DDE Share Initiate Static,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7427,DDE Share Initiate Link,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7428,DDE Share Request,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7429,DDE Share Advise,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7430,DDE Share Poke,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7431,DDE Share Execute,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7432,DDE Share Add Items,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7433,DDE Share List Items,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7680,Create Child,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7681,Delete Child,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7682,List Contents,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7683,Write Self,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7684,Read Property,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7685,Write Property,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7686,Delete Tree,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7687,List Object,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7688,Control Access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7689,Undefined Access (no effect) Bit 9,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7690,Undefined Access (no effect) Bit 10,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7691,Undefined Access (no effect) Bit 11,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7692,Undefined Access (no effect) Bit 12,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7693,Undefined Access (no effect) Bit 13,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7694,Undefined Access (no effect) Bit 14,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7695,Undefined Access (no effect) Bit 15,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7936,Audit Set System Policy,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7937,Audit Query System Policy,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7938,Audit Set Per User Policy,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7939,Audit Query Per User Policy,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7940,Audit Enumerate Users,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7941,Audit Set Options,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%7942,Audit Query Options,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8064,Port sharing (read),windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8065,Port sharing (write),windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8096,Default credentials,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8097,Credentials manager,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8098,Fresh credentials,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8099,Read Credential,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8100,Enumerate Credentials,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8101,Read Domain Credentials,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8102,Find Best Credential,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8103,Read By Token Handle,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8192,Kerberos,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8193,Preshared key,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8194,Unknown authentication,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8195,DES,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8196,3DES,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8197,MD5,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8198,SHA1,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8199,Local computer,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8200,Remote computer,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8201,No state,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8202,Sent first (SA) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8203,Sent second (KE) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8204,Sent third (ID) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8205,Initiator,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8206,Responder,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8207,No state,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8208,Sent first (SA) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8209,Sent final payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8210,Complete,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8211,Unknown,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8212,Transport,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8213,Tunnel,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8214,IKE/AuthIP DoS prevention mode started,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8215,IKE/AuthIP DoS prevention mode stopped,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8216,Enabled,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8217,Not enabled,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8218,No state,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8219,Sent first (EM attributes) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8220,Sent second (SSPI) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8221,Sent third (hash) payload,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8222,IKEv1,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8223,AuthIP,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8224,Anonymous,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8225,NTLM V2,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8226,CGA,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8227,Certificate,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8228,SSL,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8229,None,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8230,DH group 1,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8231,DH group 2,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8232,DH group 14,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8233,DH group ECP 256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8234,DH group ECP 384,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8235,AES-128,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8236,AES-192,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8237,AES-256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8238,Certificate ECDSA P256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8239,Certificate ECDSA P384,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8240,SSL ECDSA P256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8241,SSL ECDSA P384,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8242,SHA 256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8243,SHA 384,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8244,IKEv2,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8245,EAP payload sent,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8246,Authentication payload sent,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8247,EAP,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8248,DH group 24,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8272,System,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8273,Logon/Logoff,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8274,Object Access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8275,Privilege Use,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8276,Detailed Tracking,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8277,Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8278,Account Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8279,DS Access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8280,Account Logon,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8448,Success removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8449,Success Added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8450,Failure removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8451,Failure added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8452,Success include removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8453,Success include added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8454,Success exclude removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8455,Success exclude added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8456,Failure include removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8457,Failure include added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8458,Failure exclude removed,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%8459,Failure exclude added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12288,Security State Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12289,Security System Extension,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12290,System Integrity,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12291,IPsec Driver,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12292,Other System Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12544,Logon,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12545,Logoff,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12546,Account Lockout,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12547,IPsec Main Mode,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12548,Special Logon,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12549,IPsec Quick Mode,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12550,IPsec Extended Mode,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12551,Other Logon/Logoff Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12552,Network Policy Server,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12553,User / Device Claims,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12554,Group Membership,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12800,File System,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12801,Registry,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12802,Kernel Object,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12803,SAM,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12804,Other Object Access Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
